OrderID,OrderDate,Region,Category,Product,CustomerID,Quantity,UnitPrice,Revenue,Cost,Profit
ORD00685,16-09-2023,International,Home & Kitchen,Bedsheet,CUST0115,1,9394.08,9394.08,6350.01,3044.07
ORD00686,17-10-2024,East,Electronics,Tablet,CUST0986,8,55322.87,442582.96,340406.17,102176.79
ORD00687,15-04-2024,Central,Clothing,Sneakers,CUST1486,6,1118.49,6710.94,4842.69,1868.25
ORD00688,12-01-2023,International,Grocery,Cooking Oil,CUST1650,3,1056,3168,2229.27,938.73
ORD00689,26-11-2023,Central,Home & Kitchen,Mixer Grinder,CUST0126,9,1654.41,14889.69,10319.67,4570.02
ORD00690,24-12-2023,International,Grocery,Spices Pack,CUST1626,6,1925.85,11555.1,9898.42,1656.68
ORD00691,12-02-2024,East,Home & Kitchen,Bedsheet,CUST0573,7,2780.1,19460.7,16166.8,3293.9
ORD00692,29-10-2024,South,Electronics,Smartphone,CUST0965,2,15858.63,31717.26,24011.06,7706.2
ORD00693,08-01-2024,East,Grocery,Rice Bag,CUST0500,1,1788.88,1788.88,1429.93,358.95
ORD00694,08-01-2023,International,Clothing,Sneakers,CUST0829,1,4855.33,4855.33,4347.26,508.07
ORD00695,02-05-2023,Central,Clothing,T-Shirt,CUST1126,3,3639.35,10918.05,7852.92,3065.13
ORD00696,14-12-2023,North,Home & Kitchen,Curtains,CUST0626,3,1913.25,5739.75,4392.8,1346.95
ORD00697,06-11-2024,East,Clothing,Jacket,CUST1198,8,2686.35,21490.8,16334.24,5156.56
ORD00698,31-03-2023,Central,Grocery,Rice Bag,CUST0452,7,1651.55,11560.85,10182.7,1378.15
ORD00699,09-10-2024,East,Electronics,Laptop,CUST1116,10,36486.25,364862.5,257399.08,107463.42
ORD00700,28-11-2024,International,Home & Kitchen,Curtains,CUST1719,8,2019.87,16158.96,14476.43,1682.53
ORD00701,12-11-2023,Central,Grocery,Soft Drink Pack,CUST0385,1,426.59,426.59,294.95,131.64
ORD00702,27-06-2023,South,Home & Kitchen,LED Lamp,CUST1229,4,8750.1,35000.4,22143.78,12856.62
ORD00703,23-06-2024,Central,Electronics,Headphones,CUST0363,8,33986.6,271892.8,178745.61,93147.19
ORD00704,10-02-2023,West,Home & Kitchen,LED Lamp,CUST1731,10,7293.7,72937,53088.39,19848.61
ORD00705,04-12-2024,North,Clothing,Formal Shirt,CUST1841,2,2178.78,4357.56,3463.94,893.62
ORD00706,16-05-2024,International,Clothing,Sneakers,CUST0498,7,2896.19,20273.33,15307.33,4966
ORD00707,25-05-2023,Central,Home & Kitchen,Curtains,CUST0537,8,9789.35,78314.8,55829.33,22485.47
ORD00708,20-07-2023,International,Electronics,Smartwatch,CUST1258,9,23133.67,208203.03,160026.93,48176.1
ORD00709,24-12-2024,East,Electronics,Tablet,CUST0016,7,42113.37,294793.59,251058.57,43735.02
ORD00710,05-04-2024,East,Clothing,Jacket,CUST0981,9,1276.28,11486.52,9782.83,1703.69
ORD00711,11-07-2024,Central,Electronics,Headphones,CUST1165,2,11695.69,23391.38,19131.07,4260.31
ORD00712,30-06-2024,West,Home & Kitchen,Cookware Set,CUST1972,1,8009.49,8009.49,7094.28,915.21
ORD00713,10-09-2023,Central,Grocery,Packaged Snacks,CUST0620,1,1703.81,1703.81,1323.96,379.85
ORD00714,25-01-2024,South,Home & Kitchen,Bedsheet,CUST1444,4,6948.47,27793.88,16740.18,11053.7
ORD00715,16-08-2024,West,Clothing,Sneakers,CUST1480,1,1211.88,1211.88,832.9,378.98
ORD00716,13-09-2023,International,Clothing,Jeans,CUST0300,7,1582.65,11078.55,7738,3340.55
ORD00717,09-12-2024,Central,Clothing,Sneakers,CUST0339,8,4600.29,36802.32,28124.25,8678.07
ORD00718,25-03-2024,International,Electronics,Tablet,CUST0303,3,20878.72,62636.16,54585.34,8050.82
ORD00719,10-01-2023,North,Home & Kitchen,LED Lamp,CUST1916,1,8333.52,8333.52,7095.45,1238.07
ORD00720,30-08-2023,West,Grocery,Rice Bag,CUST0592,3,643.28,1929.84,1292.32,637.52
ORD00721,08-09-2023,Central,Home & Kitchen,Bedsheet,CUST0076,2,9443.06,18886.12,14274.45,4611.67
ORD00722,05-01-2023,North,Grocery,Packaged Snacks,CUST1812,6,1837.46,11024.76,8794.94,2229.82
ORD00723,29-04-2023,Central,Home & Kitchen,Curtains,CUST0914,7,1198.02,8386.14,7516.11,870.03
ORD00724,09-01-2024,South,Clothing,Jacket,CUST1974,9,3966.86,35701.74,21756.31,13945.43
ORD00725,06-03-2023,East,Grocery,Soft Drink Pack,CUST0780,5,421.98,2109.9,1559.56,550.34
ORD00726,26-05-2023,International,Home & Kitchen,Curtains,CUST1648,4,2780.5,11122,9970.12,1151.88
ORD00727,12-08-2023,Central,Electronics,Laptop,CUST0921,1,30291.49,30291.49,27055.2,3236.29
ORD00728,27-08-2023,West,Electronics,Headphones,CUST1340,6,36697.5,220185,153957.31,66227.69
ORD00729,26-06-2023,Central,Home & Kitchen,Bedsheet,CUST1524,8,3797.36,30378.88,18227.48,12151.4
ORD00730,09-10-2023,Central,Clothing,Jacket,CUST1099,4,3089.23,12356.92,9589.22,2767.7
ORD00731,04-03-2023,Central,Grocery,Cooking Oil,CUST1750,1,424.25,424.25,364.89,59.36
ORD00732,05-08-2023,Central,Home & Kitchen,LED Lamp,CUST0366,5,1005.51,5027.55,3505.66,1521.89
ORD00733,19-11-2024,West,Electronics,Headphones,CUST1570,10,36417.34,364173.4,320574.92,43598.48
ORD00734,05-04-2024,West,Grocery,Spices Pack,CUST0653,5,1083.09,5415.45,3789.79,1625.66
ORD00735,01-09-2024,Central,Electronics,Smartphone,CUST1006,2,42930.97,85861.94,67235.08,18626.86
ORD00736,15-04-2023,East,Electronics,Tablet,CUST1702,6,40740.21,244441.26,199614.11,44827.15
ORD00737,09-04-2023,Central,Home & Kitchen,Cookware Set,CUST0396,10,9056.87,90568.7,63726.38,26842.32
ORD00738,25-05-2024,International,Electronics,Smartphone,CUST1255,9,30270.77,272436.93,192248.37,80188.56
ORD00739,20-01-2024,International,Grocery,Soft Drink Pack,CUST0804,6,115.9,695.4,515.29,180.11
ORD00740,09-02-2024,West,Clothing,Sneakers,CUST1052,8,3337.94,26703.52,22713.13,3990.39
ORD00741,01-06-2024,International,Home & Kitchen,Curtains,CUST1499,10,7011.22,70112.2,44188.58,25923.62
ORD00742,20-04-2024,International,Grocery,Spices Pack,CUST1319,3,1090.84,3272.52,2583.47,689.05
ORD00743,09-12-2024,South,Home & Kitchen,Cookware Set,CUST0845,10,7141.6,71416,57361.64,14054.36
ORD00744,06-10-2024,Central,Electronics,Smartwatch,CUST1451,2,22797.11,45594.22,34987.26,10606.96
ORD00745,12-03-2024,Central,Electronics,Smartwatch,CUST0872,4,13184.46,52737.84,46448.93,6288.91
ORD00746,23-01-2023,Central,Grocery,Rice Bag,CUST1115,9,1362.65,12263.85,9573.13,2690.72
ORD00747,18-07-2024,Central,Grocery,Packaged Snacks,CUST0115,9,565.85,5092.65,4025.09,1067.56
ORD00748,07-11-2024,North,Clothing,T-Shirt,CUST1183,3,2553.42,7660.26,5974.45,1685.81
ORD00749,14-12-2024,Central,Grocery,Cooking Oil,CUST1282,1,1034.08,1034.08,844.44,189.64
ORD00750,02-04-2024,West,Grocery,Soft Drink Pack,CUST0373,1,1006.68,1006.68,644.9,361.78
ORD00751,24-03-2023,West,Home & Kitchen,Curtains,CUST0850,4,6305.73,25222.92,21900.63,3322.29
ORD00752,25-05-2023,North,Electronics,Laptop,CUST0090,4,6619.95,26479.8,16225.44,10254.36
ORD00753,26-03-2023,Central,Grocery,Cooking Oil,CUST0757,10,1980.4,19804,15689.19,4114.81
ORD00754,19-03-2023,East,Clothing,Formal Shirt,CUST1322,6,3723.4,22340.4,17529.27,4811.13
ORD00755,01-04-2024,Central,Grocery,Cooking Oil,CUST0031,5,908.24,4541.2,3008.26,1532.94
ORD00756,01-01-2023,West,Electronics,Smartwatch,CUST1853,6,15523.15,93138.9,57020.87,36118.03
ORD00757,20-02-2023,South,Grocery,Spices Pack,CUST0358,10,252.34,2523.4,1619.14,904.26
ORD00758,15-11-2024,International,Home & Kitchen,LED Lamp,CUST1848,7,6984.15,48889.05,33317.97,15571.08
ORD00759,17-12-2024,South,Electronics,Headphones,CUST0470,7,22432.56,157027.92,135771.32,21256.6
ORD00760,21-03-2024,East,Grocery,Rice Bag,CUST1764,10,536.01,5360.1,4592.11,767.99
ORD00761,24-03-2024,Central,Home & Kitchen,LED Lamp,CUST1875,10,4295.58,42955.8,26596.37,16359.43
ORD00762,02-05-2024,North,Electronics,Headphones,CUST1152,9,37610.77,338496.93,232473.06,106023.87
ORD00763,03-02-2023,Central,Grocery,Cooking Oil,CUST1806,6,1376.24,8257.44,7157.51,1099.93
ORD00764,14-12-2023,East,Home & Kitchen,Curtains,CUST0270,8,6735.56,53884.48,36156.36,17728.12
ORD00765,05-04-2023,East,Clothing,Jacket,CUST1522,2,4384.7,8769.4,7881.85,887.55
ORD00766,13-03-2023,International,Home & Kitchen,Bedsheet,CUST1437,8,2812.57,22500.56,15234.05,7266.51
ORD00767,04-07-2024,East,Clothing,Jacket,CUST0209,9,3365.36,30288.24,24888.88,5399.36
ORD00768,03-06-2023,South,Grocery,Soft Drink Pack,CUST0690,4,292.12,1168.48,847.29,321.19
ORD00769,07-09-2023,International,Home & Kitchen,Mixer Grinder,CUST1330,5,5841,29205,18716.71,10488.29
ORD00770,04-11-2024,Central,Clothing,Jeans,CUST1215,5,3127.81,15639.05,10580.54,5058.51
ORD00771,13-03-2024,Central,Electronics,Headphones,CUST1381,2,16893.05,33786.1,27114.54,6671.56
ORD00772,28-04-2023,North,Home & Kitchen,Mixer Grinder,CUST0457,5,4403.58,22017.9,15437.12,6580.78
ORD00773,02-11-2023,East,Grocery,Spices Pack,CUST0449,9,1671.67,15045.03,11753.76,3291.27
ORD00774,25-09-2023,East,Electronics,Laptop,CUST0068,4,13162.5,52650,34836.36,17813.64
ORD00775,23-02-2023,West,Clothing,Jeans,CUST1863,10,2455.28,24552.8,18035.86,6516.94
ORD00776,24-08-2023,International,Home & Kitchen,Cookware Set,CUST1803,3,9381.14,28143.42,21210.96,6932.46
ORD00777,24-01-2024,West,Home & Kitchen,Curtains,CUST1806,7,5437.8,38064.6,27552.5,10512.1
ORD00778,05-02-2024,International,Grocery,Cooking Oil,CUST0874,8,1477.75,11822,7795.14,4026.86
ORD00779,15-09-2024,South,Electronics,Tablet,CUST0467,10,50477.63,504776.3,372760.16,132016.14
ORD00780,30-10-2023,International,Home & Kitchen,LED Lamp,CUST1384,6,2674.72,16048.32,12964.96,3083.36
ORD00781,26-07-2023,Central,Home & Kitchen,LED Lamp,CUST1411,6,2807.6,16845.6,14983.68,1861.92
ORD00782,17-08-2023,North,Electronics,Headphones,CUST0128,5,46722.53,233612.65,195500.26,38112.39
ORD00783,31-07-2024,International,Home & Kitchen,Mixer Grinder,CUST1800,6,7730.42,46382.52,30076.33,16306.19
ORD00784,16-03-2023,International,Electronics,Laptop,CUST0733,9,8310.08,74790.72,50993.1,23797.62
ORD00785,10-03-2024,International,Electronics,Headphones,CUST1778,2,22737.4,45474.8,28360.23,17114.57
ORD00786,13-04-2023,North,Electronics,Laptop,CUST1509,10,26919.29,269192.9,172470.51,96722.39
ORD00787,26-02-2024,East,Grocery,Cooking Oil,CUST1268,3,1675.18,5025.54,3393.27,1632.27
ORD00788,04-12-2024,North,Electronics,Laptop,CUST1963,1,28202.42,28202.42,18609.6,9592.82
ORD00789,02-11-2023,East,Electronics,Headphones,CUST1929,4,55926.09,223704.36,148560.9,75143.46
ORD00790,08-04-2023,Central,Clothing,T-Shirt,CUST1043,2,4984.73,9969.46,6671.87,3297.59
ORD00791,01-12-2023,North,Clothing,Formal Shirt,CUST1420,6,4013.27,24079.62,16619.84,7459.78
ORD00792,10-03-2024,East,Grocery,Soft Drink Pack,CUST1691,1,1366.13,1366.13,871.15,494.98
ORD00793,22-03-2024,Central,Electronics,Headphones,CUST1253,8,26554.34,212434.72,145167.37,67267.35
ORD00794,04-11-2023,Central,Clothing,T-Shirt,CUST0368,10,801.68,8016.8,6465.74,1551.06
ORD00795,06-09-2023,East,Clothing,T-Shirt,CUST0058,6,3079.12,18474.72,12395.06,6079.66
ORD00796,15-06-2023,East,Home & Kitchen,LED Lamp,CUST1305,9,4127.69,37149.21,24204.62,12944.59
ORD00797,25-04-2024,South,Electronics,Headphones,CUST0557,6,24299.39,145796.34,90438.74,55357.6
ORD00798,01-12-2023,Central,Clothing,Jeans,CUST1126,10,3594.69,35946.9,26959.87,8987.03
ORD00799,25-06-2024,East,Grocery,Rice Bag,CUST0048,7,980.91,6866.37,5854.23,1012.14
ORD00800,16-04-2023,Central,Home & Kitchen,Mixer Grinder,CUST0562,5,7719.26,38596.3,23841.13,14755.17
ORD00801,16-07-2024,North,Home & Kitchen,Mixer Grinder,CUST0593,8,4463.19,35705.52,27232.52,8473
ORD00802,22-03-2023,West,Electronics,Tablet,CUST0812,8,13297.49,106379.92,84591.79,21788.13
ORD00803,13-05-2023,West,Electronics,Headphones,CUST0059,10,30374.11,303741.1,236231.15,67509.95
ORD00804,18-05-2023,International,Home & Kitchen,Curtains,CUST0161,9,9549.32,85943.88,74194.23,11749.65
ORD00805,03-07-2023,East,Grocery,Rice Bag,CUST0103,6,1622.9,9737.4,8373.37,1364.03
ORD00806,05-02-2024,East,Electronics,Smartwatch,CUST0846,1,16316.21,16316.21,10070.24,6245.97
ORD00807,26-11-2023,Central,Electronics,Headphones,CUST0412,9,26521.53,238693.77,169062.79,69630.98
ORD00808,22-05-2024,International,Home & Kitchen,Cookware Set,CUST0786,3,9335.69,28007.07,22440.64,5566.43
ORD00809,10-03-2023,East,Home & Kitchen,Mixer Grinder,CUST0183,9,1938.03,17442.27,15449.2,1993.07
ORD00810,29-06-2024,Central,Electronics,Headphones,CUST0417,7,18967.26,132770.82,111714.09,21056.73
ORD00811,22-02-2023,East,Clothing,Sneakers,CUST1140,3,1680,5040,3291,1749
ORD00812,25-03-2024,Central,Electronics,Smartphone,CUST1898,9,36401.31,327611.79,224008.71,103603.08
ORD00813,24-07-2023,East,Clothing,T-Shirt,CUST0399,7,2348.3,16438.1,13628.47,2809.63
ORD00814,06-05-2023,South,Home & Kitchen,Curtains,CUST0957,7,1534.81,10743.67,7965.81,2777.86
ORD00815,12-02-2023,Central,Clothing,Sneakers,CUST0779,7,3331.32,23319.24,17820.35,5498.89
ORD00816,21-04-2023,South,Grocery,Packaged Snacks,CUST1700,2,288.25,576.5,451.22,125.28
ORD00817,24-10-2024,South,Home & Kitchen,LED Lamp,CUST0655,4,6379.02,25516.08,16100.33,9415.75
ORD00818,02-07-2023,South,Electronics,Smartphone,CUST0437,10,32885.46,328854.6,281758.88,47095.72
ORD00819,05-04-2023,South,Electronics,Laptop,CUST0318,8,32151.78,257214.24,220931.68,36282.56
ORD00820,09-01-2024,North,Home & Kitchen,Cookware Set,CUST1840,2,1420.97,2841.94,2104.38,737.56
ORD00821,03-06-2024,International,Home & Kitchen,LED Lamp,CUST0606,4,6680.83,26723.32,21059.41,5663.91
ORD00822,26-12-2023,West,Grocery,Cooking Oil,CUST1274,10,919.51,9195.1,7337.43,1857.67
ORD00823,26-11-2024,North,Home & Kitchen,Mixer Grinder,CUST0911,8,4582.18,36657.44,24080.89,12576.55
ORD00824,08-10-2023,East,Electronics,Laptop,CUST1471,3,37804.83,113414.49,71879.32,41535.17
ORD00825,14-07-2023,East,Grocery,Packaged Snacks,CUST0497,6,1251.87,7511.22,4553.32,2957.9
ORD00826,14-07-2023,International,Electronics,Tablet,CUST1367,2,5826.83,11653.66,10183.72,1469.94
ORD00827,28-10-2024,West,Clothing,Sneakers,CUST0427,8,1063.52,8508.16,5987.31,2520.85
ORD00828,03-04-2023,West,Home & Kitchen,LED Lamp,CUST0818,8,2975.97,23807.76,14897.69,8910.07
ORD00829,02-11-2024,West,Clothing,Formal Shirt,CUST1852,1,3550.9,3550.9,2626.74,924.16
ORD00830,02-03-2023,South,Electronics,Tablet,CUST1023,3,36720.76,110162.28,68596.68,41565.6
ORD00831,25-09-2024,North,Clothing,Jeans,CUST0240,2,3909.33,7818.66,4891.16,2927.5
ORD00832,20-02-2023,East,Clothing,Formal Shirt,CUST1083,7,3832.74,26829.18,20032.43,6796.75
ORD00833,07-02-2024,North,Electronics,Smartwatch,CUST1551,7,51925.06,363475.42,273570.14,89905.28
ORD00834,05-01-2023,North,Electronics,Smartwatch,CUST0797,4,25724.82,102899.28,79648.46,23250.82
ORD00835,10-04-2024,North,Home & Kitchen,Curtains,CUST0203,8,3974.59,31796.72,25338.6,6458.12
ORD00836,26-08-2024,West,Clothing,Jacket,CUST1773,3,4239.57,12718.71,10181.08,2537.63
ORD00837,12-11-2024,International,Grocery,Spices Pack,CUST1490,9,551.44,4962.96,3622.46,1340.5
ORD00838,17-06-2024,International,Grocery,Rice Bag,CUST1320,5,976.23,4881.15,3871.04,1010.11
ORD00839,09-02-2024,West,Electronics,Headphones,CUST0287,2,15687.91,31375.82,21693.93,9681.89
ORD00840,27-05-2024,East,Electronics,Tablet,CUST0073,9,55261.24,497351.16,364256.24,133094.92
ORD00841,06-10-2024,East,Clothing,Formal Shirt,CUST0726,1,2335.11,2335.11,1676.6,658.51
ORD00842,21-08-2023,East,Electronics,Smartphone,CUST1547,8,16686.78,133494.24,93276.83,40217.41
ORD00843,07-06-2024,International,Grocery,Spices Pack,CUST0337,6,1414.83,8488.98,5700.95,2788.03
ORD00844,12-12-2023,International,Home & Kitchen,Mixer Grinder,CUST1761,1,3050.73,3050.73,1902.25,1148.48
ORD00845,15-02-2023,North,Home & Kitchen,Cookware Set,CUST1342,4,9480.23,37920.92,28507.93,9412.99
ORD00846,29-06-2024,West,Clothing,Jeans,CUST0203,3,2154.28,6462.84,4919.43,1543.41
ORD00847,19-03-2023,South,Home & Kitchen,Bedsheet,CUST0231,7,6914.69,48402.83,33922.95,14479.88
ORD00848,30-12-2024,North,Electronics,Smartphone,CUST0904,7,23988.47,167919.29,149910.48,18008.81
ORD00849,14-03-2023,Central,Electronics,Laptop,CUST1587,6,49398.51,296391.06,227358.13,69032.93
ORD00850,06-09-2023,International,Electronics,Laptop,CUST1081,10,54330.75,543307.5,470886.32,72421.18
ORD00851,16-02-2023,North,Electronics,Laptop,CUST0644,10,48335.51,483355.1,372679.15,110675.95
ORD00852,01-05-2023,West,Clothing,Formal Shirt,CUST1444,8,4318.25,34546,22695.85,11850.15
ORD00853,02-08-2023,Central,Home & Kitchen,Mixer Grinder,CUST0915,7,1737.3,12161.1,10852.4,1308.7
ORD00854,27-08-2023,North,Grocery,Soft Drink Pack,CUST0280,4,1855.72,7422.88,6425.25,997.63
ORD00855,25-02-2023,West,Home & Kitchen,Mixer Grinder,CUST0809,7,6543.57,45804.99,33959,11845.99
ORD00856,16-12-2023,West,Electronics,Smartwatch,CUST1329,1,52806.96,52806.96,35534.72,17272.24
ORD00857,17-04-2023,International,Grocery,Rice Bag,CUST0466,3,1400.43,4201.29,2801.42,1399.87
ORD00858,17-02-2023,South,Clothing,Formal Shirt,CUST0737,2,1408.31,2816.62,2371.05,445.57
ORD00859,26-07-2024,North,Electronics,Smartwatch,CUST1198,7,38525.53,269678.71,167399.17,102279.54
ORD00860,03-12-2023,West,Electronics,Headphones,CUST0804,9,10002.04,90018.36,71242.16,18776.2
ORD00861,26-01-2023,East,Grocery,Packaged Snacks,CUST0266,5,1421.87,7109.35,5630.89,1478.46
ORD00862,14-09-2023,West,Clothing,Jeans,CUST0247,9,2340.51,21064.59,13791.75,7272.84
ORD00863,08-01-2023,South,Grocery,Cooking Oil,CUST0078,8,388.29,3106.32,2520.7,585.62
ORD00864,16-09-2024,West,Clothing,Jacket,CUST1671,1,4906.53,4906.53,3982.25,924.28
ORD00865,10-09-2023,International,Electronics,Smartwatch,CUST1676,2,54559.64,109119.28,76930.1,32189.18
ORD00866,22-11-2024,North,Home & Kitchen,Mixer Grinder,CUST0854,6,9020.6,54123.6,40322.77,13800.83
ORD00867,19-12-2024,International,Electronics,Laptop,CUST0253,5,48385.12,241925.6,205595.41,36330.19
ORD00868,30-10-2023,North,Home & Kitchen,Bedsheet,CUST0475,7,7166.23,50163.61,37971.14,12192.47
ORD00869,30-09-2024,Central,Home & Kitchen,LED Lamp,CUST0176,9,6826.73,61440.57,48258.32,13182.25
ORD00870,25-02-2023,North,Clothing,Jeans,CUST1445,4,977.42,3909.68,2829.95,1079.73
ORD00871,26-12-2024,Central,Grocery,Rice Bag,CUST0971,8,1811.08,14488.64,9343.43,5145.21
ORD00872,09-06-2024,International,Clothing,T-Shirt,CUST1956,4,4465.08,17860.32,16063.93,1796.39
ORD00873,18-04-2024,East,Electronics,Tablet,CUST1596,3,46131.89,138395.67,105106.11,33289.56
ORD00874,28-01-2023,South,Grocery,Soft Drink Pack,CUST1485,2,1861.9,3723.8,2610.14,1113.66
ORD00875,19-03-2023,East,Home & Kitchen,Cookware Set,CUST1888,8,5888.37,47106.96,38351.48,8755.48
ORD00876,04-08-2023,Central,Home & Kitchen,Bedsheet,CUST0254,8,4918.31,39346.48,30936.03,8410.45
ORD00877,21-01-2024,West,Electronics,Laptop,CUST1544,3,58237.11,174711.33,117034.31,57677.02
ORD00878,31-12-2023,West,Grocery,Packaged Snacks,CUST0903,1,981.85,981.85,847.41,134.44
ORD00879,27-10-2024,East,Electronics,Smartphone,CUST0107,6,40272.84,241637.04,150122.06,91514.98
ORD00880,09-06-2024,West,Electronics,Laptop,CUST1195,5,25518.42,127592.1,99739.95,27852.15
ORD00881,29-11-2024,Central,Clothing,Jacket,CUST0058,8,3363.47,26907.76,20002.33,6905.43
ORD00882,08-11-2023,International,Electronics,Tablet,CUST1361,6,44605.44,267632.64,186127.67,81504.97
ORD00883,07-01-2023,South,Grocery,Spices Pack,CUST1366,4,1286.85,5147.4,4364.55,782.85
ORD00884,03-01-2023,North,Electronics,Headphones,CUST0942,10,33300.96,333009.6,265369.73,67639.87
ORD00885,14-09-2024,Central,Grocery,Rice Bag,CUST1314,10,670.21,6702.1,5548.33,1153.77
ORD00886,29-12-2023,Central,Home & Kitchen,Mixer Grinder,CUST0084,2,6723.38,13446.76,9740.8,3705.96
ORD00887,22-05-2024,North,Electronics,Smartwatch,CUST1141,8,54963.59,439708.72,388139.46,51569.26
ORD00888,01-10-2023,North,Grocery,Cooking Oil,CUST0712,5,113.13,565.65,397.89,167.76
ORD00889,20-05-2024,South,Home & Kitchen,Curtains,CUST1558,8,2032.15,16257.2,12344.31,3912.89
ORD00890,15-01-2023,South,Grocery,Cooking Oil,CUST1243,5,327.57,1637.85,1441.46,196.39
ORD00891,11-07-2023,South,Home & Kitchen,LED Lamp,CUST1762,6,9293.49,55760.94,34848.17,20912.77
ORD00892,22-09-2024,West,Clothing,Formal Shirt,CUST1941,10,3482.36,34823.6,22030.91,12792.69
ORD00893,29-04-2024,Central,Electronics,Smartwatch,CUST1807,5,57348.35,286741.75,257567.59,29174.16
ORD00894,28-01-2023,International,Electronics,Smartwatch,CUST0901,3,37054.73,111164.19,99093.69,12070.5
ORD00895,14-12-2024,North,Home & Kitchen,Mixer Grinder,CUST1126,10,5047.94,50479.4,41974.15,8505.25
ORD00896,08-02-2023,Central,Clothing,Formal Shirt,CUST0657,8,4065.54,32524.32,24238.96,8285.36
ORD00897,30-09-2023,Central,Grocery,Packaged Snacks,CUST0456,3,405.79,1217.37,915.24,302.13
ORD00898,19-08-2023,South,Clothing,Sneakers,CUST0659,4,2216.02,8864.08,6002.43,2861.65
ORD00899,27-03-2023,South,Grocery,Cooking Oil,CUST0773,6,985.92,5915.52,4317.26,1598.26
ORD00900,18-04-2024,Central,Grocery,Spices Pack,CUST0791,2,667.07,1334.14,973.13,361.01
ORD00901,06-05-2023,South,Electronics,Headphones,CUST0851,7,25420.71,177944.97,108693.59,69251.38
ORD00902,20-06-2024,West,Home & Kitchen,Mixer Grinder,CUST0526,5,1518.57,7592.85,5587.94,2004.91
ORD00903,25-05-2023,North,Electronics,Smartphone,CUST0266,10,15889.1,158891,118205.1,40685.9
ORD00904,08-06-2024,Central,Electronics,Laptop,CUST1311,5,23452.32,117261.6,93778.2,23483.4
ORD00905,31-07-2023,North,Electronics,Tablet,CUST0141,5,48773.97,243869.85,184106.1,59763.75
ORD00906,25-01-2023,West,Grocery,Spices Pack,CUST0895,2,446.74,893.48,767.06,126.42
ORD00907,02-08-2024,South,Electronics,Smartphone,CUST0406,10,24065.22,240652.2,170927.69,69724.51
ORD00908,29-01-2024,East,Grocery,Cooking Oil,CUST0293,9,223.35,2010.15,1453.17,556.98
ORD00909,08-03-2023,West,Home & Kitchen,LED Lamp,CUST1959,3,5925.36,17776.08,13713.26,4062.82
ORD00910,21-08-2023,East,Grocery,Packaged Snacks,CUST1930,7,1261.38,8829.66,5834.79,2994.87
ORD00911,19-04-2023,North,Grocery,Soft Drink Pack,CUST1055,5,1744.48,8722.4,6263.11,2459.29
ORD00912,26-05-2023,Central,Clothing,Sneakers,CUST1195,10,4186.02,41860.2,33733.05,8127.15
ORD00913,21-04-2023,South,Electronics,Tablet,CUST0355,10,20695.79,206957.9,149742.86,57215.04
ORD00914,16-08-2023,West,Electronics,Smartwatch,CUST0205,5,12532.45,62662.25,54640.54,8021.71
ORD00915,21-04-2023,South,Electronics,Headphones,CUST1502,4,13584.58,54338.32,42633.31,11705.01
ORD00916,14-04-2024,East,Electronics,Laptop,CUST0994,10,58293.02,582930.2,376648.88,206281.32
ORD00917,03-02-2023,East,Clothing,Formal Shirt,CUST1956,6,3529.52,21177.12,15803.07,5374.05
ORD00918,14-09-2024,International,Clothing,Sneakers,CUST0291,7,691.57,4840.99,4015.28,825.71
ORD00919,04-01-2024,Central,Clothing,Sneakers,CUST0111,7,1115.51,7808.57,6192.22,1616.35
ORD00920,17-08-2024,East,Clothing,T-Shirt,CUST1092,8,2686.1,21488.8,18600.26,2888.54
ORD00921,07-07-2024,Central,Electronics,Smartwatch,CUST1719,5,16430.58,82152.9,67775.72,14377.18
ORD00922,29-02-2024,International,Grocery,Cooking Oil,CUST0373,7,1626.95,11388.65,7043.7,4344.95
ORD00923,04-09-2024,West,Home & Kitchen,Curtains,CUST0196,4,6073.6,24294.4,15396.67,8897.73
ORD00924,01-06-2024,International,Clothing,Jacket,CUST0126,9,3256.84,29311.56,23300.48,6011.08
ORD00925,22-11-2024,Central,Grocery,Cooking Oil,CUST1711,5,979.37,4896.85,3288.34,1608.51
ORD00926,09-10-2023,East,Clothing,T-Shirt,CUST0262,3,1652.28,4956.84,3848.25,1108.59
ORD00927,16-11-2023,North,Electronics,Laptop,CUST0887,5,37417.2,187086,156715.45,30370.55
ORD00928,18-03-2024,Central,Electronics,Headphones,CUST0924,9,44433.35,399900.15,309154.6,90745.55
ORD00929,11-11-2023,South,Grocery,Rice Bag,CUST1822,8,804.8,6438.4,4665.56,1772.84
ORD00930,12-01-2024,North,Grocery,Rice Bag,CUST0155,1,1059.39,1059.39,841.03,218.36
ORD00931,16-10-2023,Central,Grocery,Cooking Oil,CUST1605,5,1695.4,8477,5451.44,3025.56
ORD00932,12-03-2024,South,Electronics,Smartwatch,CUST0108,6,13177.5,79065,64593.13,14471.87
ORD00933,23-10-2024,International,Electronics,Tablet,CUST1447,10,34987.34,349873.4,283085.2,66788.2
ORD00934,04-10-2023,North,Home & Kitchen,Mixer Grinder,CUST0035,2,4005.4,8010.8,6042.71,1968.09
ORD00935,10-12-2024,Central,Grocery,Rice Bag,CUST1895,6,1435.31,8611.86,5887.45,2724.41
ORD00936,04-08-2024,West,Home & Kitchen,Mixer Grinder,CUST1068,9,973.05,8757.45,7349.86,1407.59
